	f3bc810a-edc7-4412-9e09-006c0bcf2550
	tumor
AC006449.6	1.075221004
AC006449.7	0
AC006450.1	0
AC006450.2	0
AC006450.3	0
AC006455.1	0
AC006455.2	0
AC006455.3	0
AC006455.4	0
AC006455.5	0
AC006455.6	0
AC006455.7	0
AC006455.8	0
AC006457.1	0
AC006458.1	0
AC006460.1	0.023344751
AC006461.1	0
AC006463.1	0
AC006466.1	0
AC006480.1	0
AC006480.2	0.117858691
AC006482.1	0
AC006483.1	0.503441117
AC006483.2	0
AC006484.1	0
AC006486.1	0
AC006486.2	0.095544684
AC006487.1	0.043018583
AC006487.2	0
AC006499.1	0
AC006499.2	0
AC006499.3	0
AC006499.4	0
AC006499.5	0
AC006499.6	0
AC006499.7	0
AC006499.8	0
AC006504.1	0.136114036
AC006504.2	0
AC006504.3	0
AC006504.4	0
AC006504.5	0.643672139
AC006504.6	0
AC006504.7	0
AC006504.8	0.86853503
AC006509.1	0
AC006509.2	0
AC006511.1	0
AC006511.2	0
AC006511.3	0.589183286
AC006512.1	0
AC006512.2	0
AC006517.1	0
AC006518.1	0
AC006518.2	0
AC006529.1	0
AC006530.1	0
AC006538.1	0.149126564
AC006538.2	0
AC006538.3	0
AC006539.1	0
AC006539.2	0
AC006539.3	0
AC006547.1	0.567657434
AC006547.2	0
AC006547.3	0
AC006548.1	0
AC006548.2	0
AC006557.1	0
AC006557.2	0
AC006557.3	0
AC006557.4	0
AC006557.5	0
AC006557.6	1.033491584
AC006566.1	0.563140925
AC006581.1	0
AC006600.1	0
AC006600.2	0
AC006840.1	0
AC006924.1	0
AC006927.1	0.158209909
AC006942.1	0.151516413
AC006946.1	0
AC006946.2	0.009198895
AC006946.3	0
AC006947.1	0.054262076
AC006960.1	0.171652581
AC006960.2	0
AC006960.3	0
AC006963.1	0.149788089
AC006965.1	0
AC006967.1	0
AC006967.2	0
AC006967.3	0
AC006970.1	0.405082442
AC006970.2	0
AC006971.1	0.011708803
AC006978.1	4.490648531
AC006978.2	0.078867402
AC006986.1	0
AC006987.1	0
AC006987.2	0
AC006987.3	0
AC006987.4	0
AC006989.1	0
AC006994.1	0.031302557
AC006994.2	0
AC007000.1	0.165383155
AC007000.2	0.269639065
AC007000.3	0
AC007001.1	0
AC007003.1	0
AC007009.1	0
AC007012.1	0
AC007012.2	0
AC007014.1	0
AC007014.2	1.535197618
AC007016.1	0.538173052
AC007029.1	0
AC007032.1	0.062013802
AC007036.1	0.467587744
AC007036.2	0
AC007036.3	0
AC007038.1	0.167203197
AC007038.2	0.496864634
AC007040.1	0
AC007040.2	0.041303059
AC007041.1	0.045476788
AC007064.1	0
AC007064.2	0
AC007064.3	0
AC007066.1	0.206794055
AC007066.2	0.422326976
AC007068.1	0
AC007068.2	0
AC007091.1	0
AC007098.1	0
AC007099.1	0
AC007099.2	0
AC007100.1	0
AC007106.1	0
AC007114.1	1.474405331
AC007114.2	0
AC007115.1	0
AC007126.1	0
AC007128.1	0.354328723
AC007128.2	0.086013684
AC007136.1	0
AC007151.1	0
AC007159.1	0
AC007160.1	0.082328668
AC007161.1	0.052666133
AC007161.2	0
AC007163.1	0
AC007179.1	0
AC007179.2	0
AC007179.3	0
AC007182.1	0.036493068
AC007182.2	0.849295981
AC007191.1	0.236760205
AC007192.1	0.071505218
AC007192.2	0
AC007193.1	0
AC007193.2	0.055641621
AC007193.3	0
AC007204.1	0
AC007204.2	0
AC007207.1	0
AC007207.2	0
AC007215.1	0
AC007216.1	0
AC007216.2	0.068392825
AC007216.3	0.158104083
AC007216.4	0.140193123
AC007216.5	0
AC007218.1	0
AC007220.1	0.024893692
AC007221.1	0
AC007223.1	0
AC007224.1	0
AC007224.2	0.051495774
AC007225.1	0.042913145
AC007225.2	0
AC007228.1	0
AC007228.2	3.441065529
AC007229.1	0.95617154
AC007237.1	0
AC007238.1	0.271528552
AC007249.1	2.711346342
AC007249.2	0.194761543
AC007250.1	0
AC007253.1	0
AC007255.1	0.218857041
AC007255.2	0
AC007256.1	0
AC007262.1	0
AC007271.1	0.068750903
AC007272.1	0
AC007274.1	0
AC007274.2	0
AC007274.3	0
AC007275.1	0
AC007277.1	0
AC007278.1	0.019791142
AC007278.2	0
AC007279.1	0.031377354
AC007283.1	0
AC007283.2	0
AC007285.1	0.027558074
AC007285.2	0.101400946
AC007292.1	0.387253746
AC007292.2	0.260889188
AC007292.3	0
AC007298.1	0
AC007298.2	0
AC007308.1	0
AC007312.1	0
AC007314.1	0
AC007318.1	3.60704227
AC007318.2	0.216155103
AC007319.1	0.124891246
AC007322.1	0
AC007322.2	0
AC007322.3	0
AC007322.4	0
AC007326.1	0
AC007326.2	0
AC007327.1	0
AC007327.2	0
AC007333.1	0
AC007333.2	0
AC007336.1	0.068607223
AC007336.2	0.282903177
AC007336.3	0.012158725
AC007342.1	0.037199497
AC007342.2	0
AC007342.3	0.012153098
AC007342.4	1.139797973
AC007342.5	1.238350766
AC007342.6	0.040497833
AC007342.7	0.528178739
AC007342.8	0.309886076
AC007342.9	1.384251034
AC007344.1	0
AC007346.1	0
AC007346.2	0
AC007347.1	0.373848327
AC007347.2	0
AC007349.1	0
AC007349.2	0
AC007349.3	0
AC007349.4	0
AC007359.1	0
AC007362.1	0.048545
AC007363.1	0
AC007364.1	0.385462499
AC007365.1	0.125659545
AC007365.2	0.630767019
AC007368.1	0
AC007368.2	0
AC007370.1	0
AC007370.2	0.009748643
AC007375.1	0
AC007375.2	0
AC007375.3	0
AC007376.1	0
AC007376.2	0.048634898
AC007378.1	0
AC007381.1	0
AC007382.1	0.48151893
AC007383.1	0.041293781
AC007383.2	1.523956187
AC007383.3	0
AC007383.4	0.012721165
AC007384.1	0.406388317
AC007386.1	0
AC007387.1	0.525256899
AC007388.1	1.27788357
AC007389.1	0.021433225
AC007389.2	0
AC007389.3	0.317184118
AC007389.4	0
AC007389.5	0.035299523
AC007390.1	0
AC007390.2	0.075964053
AC007391.1	0.052108819
AC007394.1	0
AC007395.1	0
AC007402.1	0
AC007403.1	0
AC007405.1	0
AC007405.2	0
AC007405.3	0.244431856
AC007406.1	0
AC007406.2	0
AC007406.3	0.975984103
AC007406.4	0
AC007406.5	2.833404724
AC007422.1	0
AC007422.2	0
AC007423.1	0.041886515
AC007424.1	0.005000542
AC007431.1	0
AC007431.2	0
AC007431.3	0
AC007435.1	0
AC007448.1	0.11223438
AC007448.2	0
AC007448.3	0.038117337
AC007450.1	0
AC007450.2	0
AC007450.3	0
AC007450.4	0
AC007458.1	0
AC007463.1	0
AC007485.1	0.382468616
AC007485.2	1.449419158
AC007490.1	0.074716486
AC007493.1	0
AC007493.2	0.219772761
AC007494.1	0.06911275
AC007494.2	0
AC007494.3	0.176735161
AC007495.1	0
AC007495.2	0
AC007496.1	0
AC007496.2	0
AC007496.3	0
AC007497.1	0.04681434
AC007513.1	0
AC007527.1	0
AC007527.2	0
AC007529.1	0
AC007533.1	0.030187178
AC007536.1	0
AC007537.1	2.168491786
AC007537.2	0
AC007540.1	0
AC007541.1	0.429073029
AC007546.1	0.187927334
AC007546.2	0
AC007547.1	0
AC007547.2	0
AC007551.1	0
AC007551.2	0
AC007552.1	0
AC007552.2	0
AC007556.1	0.085546726
AC007557.1	0
AC007557.2	0
AC007557.3	0.008377303
AC007557.4	0
AC007559.1	0
AC007560.1	0
AC007562.1	0
AC007563.1	0
AC007563.2	0.02905182
AC007563.3	0
AC007566.1	0.337183459
AC007566.2	0
AC007568.1	0
AC007569.1	0.183442456
AC007570.1	0.2177682
AC007595.1	0
AC007598.1	0
AC007598.2	0.04872513
AC007598.3	0.031302557
AC007599.1	0
AC007599.2	0
AC007601.1	0.013304379
AC007601.2	0
AC007603.1	0
AC007603.2	0
AC007608.1	0.085096298
AC007608.2	0
AC007608.3	0.014936215
AC007608.4	0.015609418
AC007610.1	0
AC007610.2	0
AC007610.3	0
AC007610.4	0.012358986
AC007611.1	0.191400224
AC007613.1	0
AC007614.1	0
AC007614.2	0
AC007618.1	0
AC007619.1	0.063744769
AC007619.2	0
AC007620.1	0
AC007620.2	0
AC007620.3	0.105685493
AC007621.1	0
AC007622.1	0.04908943
AC007622.2	0.168548013
AC007631.1	0
AC007637.1	0.144301346
AC007638.1	0
AC007638.2	0.015093589
AC007639.1	0.06305605
AC007652.1	0
AC007655.1	0
AC007656.1	0
AC007656.2	0
AC007663.1	0.148257996
AC007663.2	0
AC007663.3	0.112958473
AC007663.4	0.124862971
AC007666.1	0.013399411
AC007671.1	0.189851891
AC007673.1	0
AC007677.1	0
AC007679.1	0
AC007679.2	0.063436824
AC007681.1	0.213891698
AC007683.1	0.266627868
AC007683.2	0
AC007684.1	0.055058375
AC007685.1	0.290518196
AC007686.1	0.056723207
AC007686.2	0
AC007686.3	0.097911381
AC007687.1	0
AC007688.1	0.415222845
AC007688.2	0
AC007690.1	0.05611719
AC007718.1	0
AC007728.1	0
AC007728.2	0.182698052
AC007728.3	0.035204886
AC007731.1	0
AC007731.2	0.154215179
AC007731.3	0
AC007731.4	0.040280437
AC007731.5	0
AC007738.1	0
AC007741.1	0
AC007742.1	0
AC007742.2	0
AC007743.1	0.141464287
AC007744.1	0
AC007749.1	0
AC007750.1	0.107401579
AC007751.1	0
AC007751.2	0
AC007773.1	0.216155103
AC007780.1	0.056388288
AC007785.1	0.632839638
AC007785.2	0
AC007785.3	0
AC007786.1	0.225018255
AC007786.2	0
AC007786.3	0
AC007787.1	0
AC007787.2	0
AC007790.1	0.100752602
AC007792.1	0
AC007795.1	0
AC007823.1	0.838532725
AC007834.1	0.324678028
AC007834.2	0.076568061
AC007842.1	0.193203862
AC007848.1	0.20561658
AC007848.2	0.030414412
AC007849.1	0.204778518
AC007849.2	0
AC007861.1	0
AC007861.2	0
AC007876.1	0
AC007878.1	0.016261824
AC007879.1	0.047405857
AC007879.2	0
AC007879.3	0.071953
AC007879.4	0.072750263
AC007881.1	0
AC007881.2	0
AC007881.3	0.086533262
AC007899.1	0
AC007906.1	0.051495774
AC007906.2	1.825393221
AC007907.1	0.116464944
AC007919.1	0.121026935
AC007919.2	0.051395
AC007920.1	0.009821558
AC007922.1	0
AC007922.2	0.093462082
AC007922.3	0
AC007923.1	0
AC007923.2	0
AC007923.3	0
AC007923.4	0
AC007938.1	0
AC007938.2	0.019941416
AC007938.3	0.252932696
AC007948.1	0
AC007950.1	0
AC007950.2	0.011189964
AC007952.1	0
AC007952.2	0
AC007952.3	0
AC007952.4	0
AC007952.5	0
AC007952.6	0
AC007952.7	0
AC007952.8	0
AC007952.9	0
AC007953.1	0.046897937
AC007953.2	0
AC007954.1	0
AC007956.1	0
AC007966.1	0.21409928
AC007967.1	0
AC007967.2	0
AC007967.3	0
AC007967.4	0
AC007969.1	7.226688882
AC007969.2	0.550007224
AC007991.1	0
AC007991.2	1.287394361
AC007991.3	0
AC007991.4	0.607735255
AC007992.1	0.055116149
AC007992.2	0
AC007993.1	0
AC007993.2	0
AC007996.1	3.221178432
AC007998.1	0
AC007998.2	0
AC007998.3	0.372725966
AC007998.4	0
AC007998.5	0
AC008011.1	0
AC008011.2	0.331601578
AC008013.1	0.013297643
AC008013.2	0
AC008013.3	0
AC008014.1	0.283030211
AC008015.1	0
AC008026.1	0.64628925
AC008026.2	0
AC008026.3	0
AC008033.1	0.113007078
AC008033.2	0
AC008033.3	0.037331691
AC008035.1	0.820713905
AC008040.1	0.009876963
AC008040.2	0
AC008040.3	0
AC008040.4	0
AC008040.5	0
AC008050.1	0.083110269
AC008055.1	0
AC008056.1	0
AC008056.2	0
AC008060.1	0.016932847
AC008060.2	0
AC008060.3	0
AC008060.4	0
AC008063.1	0
AC008063.2	0.042427859
AC008065.1	0.301871781
AC008066.1	0
AC008067.1	0
AC008069.1	0
AC008072.1	0
AC008073.1	0.048366197
AC008073.2	0
AC008073.3	0
AC008074.1	0.399573022
AC008074.2	0
AC008074.3	1.19814762
AC008079.1	0
AC008079.2	0.015451762
AC008080.1	0
AC008080.2	0
AC008080.3	0
AC008080.4	0.011011675
AC008083.1	0.079224268
AC008083.2	0.154487323
AC008083.3	0.118301103
AC008088.1	0
AC008103.1	0
AC008105.1	0.148895327
AC008105.2	0.269236994
AC008105.3	0.36721375
AC008109.1	2.066688768
AC008114.1	0
AC008115.1	0.175085633
AC008115.2	0.10897446
AC008115.3	0.430538442
AC008115.4	0.203325251
AC008121.1	0.19599138
AC008121.2	0.200863059
AC008121.3	0
AC008124.1	0.958202463
AC008125.1	0
AC008126.1	0.05471426
AC008127.1	0
AC008127.2	0
AC008132.1	0
AC008132.2	0
AC008133.1	0
AC008133.2	0
AC008134.1	0
AC008147.1	0.161617507
AC008147.2	0.055724263
AC008147.3	0.148377655
AC008147.4	0
AC008149.1	0.1500734
AC008154.1	0
AC008154.2	0
AC008155.1	0.239478829
AC008155.2	0
AC008162.1	0
AC008162.2	0
AC008163.1	0
AC008164.1	0
AC008171.1	0
AC008175.1	0
AC008175.2	0
AC008243.1	0.031795212
AC008250.1	0
AC008250.2	0
AC008264.1	0.143121771
AC008264.2	0.02111727
AC008267.1	0
AC008267.2	0.157864095
AC008267.3	0.110658055
AC008267.4	0.100817063
AC008267.5	3.404442865
AC008267.6	0.173926126
AC008267.7	0
AC008267.8	0
AC008268.1	0.023469924
AC008269.1	0
AC008269.2	0
AC008277.1	0
AC008277.2	0
AC008278.1	0
AC008278.2	0.064212335
AC008280.1	0.063744769
AC008280.2	0
AC008280.3	1.54276275
AC008378.1	0
AC008379.1	0
AC008385.1	0
AC008392.1	0.120196087
AC008393.1	1.733998017
AC008395.1	0
AC008403.1	0
AC008403.2	0
AC008403.3	0
AC008406.1	0
AC008406.2	0
AC008406.3	0.057342456
AC008410.1	0
AC008413.1	0
AC008413.2	0
AC008415.1	0
AC008417.1	0.046482911
AC008427.1	0
AC008429.1	0.066129466
AC008429.2	0.121587245
AC008429.3	0
AC008429.4	0
AC008432.1	0
AC008434.1	0.047837605
AC008438.1	0.669726465
AC008438.2	0
AC008440.1	0.119648496
AC008440.2	0
AC008440.3	0
AC008443.1	0.261676897
AC008443.2	0
AC008443.3	0
AC008443.4	0
AC008443.5	1.134814288
AC008443.6	0.123881344
AC008443.7	0
AC008446.1	0
AC008448.1	0
AC008453.1	0
AC008456.1	0
AC008464.1	0
AC008467.1	0.076805981
AC008474.1	0
AC008481.1	0.729523471
AC008481.2	0.049459218
AC008481.3	0.036124959
AC008489.1	0
AC008494.1	0.131974095
AC008494.2	0.070980662
AC008494.3	0.361670534
AC008496.1	0
AC008496.2	0
AC008498.1	0.148377655
AC008498.2	0.011310441
AC008507.1	1.288095938
AC008507.2	0
AC008507.3	0.040014492
AC008514.1	0.154357611
AC008514.2	0.03928623
AC008517.1	0
AC008521.1	0
AC008521.2	0
AC008522.1	0
AC008525.1	0
AC008525.2	0
AC008526.1	0
AC008534.1	0
AC008537.1	0
AC008537.2	0.871795683
AC008537.3	0.251319091
AC008539.1	0
AC008543.1	0.069868639
AC008543.2	0
AC008543.3	0.053488483
AC008543.4	0.297091006
AC008543.5	0.010442483
AC008549.1	0
AC008549.2	0
AC008549.3	0.130014084
AC008550.1	0
AC008551.1	0.064846531
AC008554.1	0
AC008555.1	0.600130298
AC008555.2	0.115390356
AC008555.3	0
AC008555.4	0.323661822
AC008555.5	4.33555279
AC008555.6	0
AC008555.7	0
AC008555.8	1.175044263
AC008556.1	16.0023119
AC008560.1	1.216862979
AC008562.1	0
AC008565.1	0
AC008567.1	0.022032588
AC008567.2	0
AC008568.1	0
AC008568.2	0
AC008569.1	0
AC008569.2	0.295420078
AC008571.1	0.175085633
AC008572.1	0
AC008574.1	0
AC008575.1	0
AC008581.1	0
AC008588.1	0
AC008591.1	0
AC008592.1	0
AC008592.2	0.045994475
AC008592.3	0.439808408
AC008592.4	0
AC008592.5	0.096025027
AC008601.1	0
AC008608.1	0
AC008608.2	0.694450227
AC008609.1	0
AC008610.1	0.400959465
AC008619.1	0
AC008620.1	0
AC008620.2	0
AC008622.1	0
AC008622.2	0.363277758
AC008622.3	0
AC008626.1	0
AC008626.2	0
AC008627.1	0
AC008628.1	0
AC008628.2	0
AC008629.1	0.059017629
AC008629.2	0
AC008629.3	0
AC008632.1	0.022466078
AC008635.1	0
AC008637.1	0.887611062
AC008638.1	0
AC008638.2	0
AC008638.3	0
AC008641.1	0
AC008649.1	0.865248768
AC008649.2	0
AC008652.1	0
AC008655.1	0
AC008655.2	0
AC008659.1	0
AC008662.1	0
AC008662.2	0
AC008663.1	0.115441077
AC008663.2	0.060995327
AC008663.3	0
AC008667.1	0
AC008667.2	0
AC008667.3	0
AC008667.4	0
AC008669.1	0.554679003
AC008676.1	0
AC008676.2	0.009899301
AC008676.3	0
AC008677.1	0.016824372
AC008677.2	0.257478872
AC008677.3	0
AC008680.1	0
AC008686.1	0
AC008687.1	0
AC008687.2	0
AC008687.3	0
AC008687.4	0
AC008687.5	0
AC008687.6	0
AC008691.1	0
AC008694.1	0
AC008694.2	0
AC008695.1	0
AC008696.1	0
AC008696.2	0
AC008700.1	0
AC008705.1	0
AC008708.1	0
AC008708.2	0.140193123
AC008716.1	0
AC008723.1	0
AC008725.1	0
AC008728.1	0
AC008731.1	0.090717945
AC008734.1	0
AC008734.2	0
AC008735.1	0.032746689
AC008735.2	0.514957744
AC008735.3	0.05252569
AC008735.4	0.259172812
AC008735.5	0
AC008736.1	0.878510659
AC008736.2	0.254484932
AC008737.1	0.212368019
AC008737.2	0
AC008737.3	0
AC008738.1	0
AC008738.2	0
AC008738.3	0
AC008738.4	0
AC008738.5	0
AC008738.6	0
AC008738.7	0
AC008739.1	0
AC008739.2	0
AC008739.3	0.620382164
AC008739.5	0.040654559
AC008740.1	0.205983098
AC008740.2	0
AC008741.1	0
AC008741.2	0.269794876
AC008742.1	0.09001832
AC008743.1	0
AC008745.1	0
AC008747.1	0.059418201
AC008749.1	0
AC008750.1	0.427038129
AC008750.2	0.026132184
AC008750.3	0
AC008750.4	0
AC008750.5	0.11104797
AC008750.6	0
AC008750.7	0
AC008750.8	0
AC008751.1	0
AC008751.2	0
AC008752.1	0
AC008752.2	0
AC008752.3	0.479518237
AC008753.1	1.109697674
AC008753.2	0
AC008753.3	0
AC008758.1	0
AC008758.2	0.037788266
AC008758.3	0
AC008758.4	0.121540355
AC008758.5	0
AC008758.6	0.044664702
AC008759.1	0
AC008759.2	0.043771408
AC008759.3	0.310191082
AC008760.1	0.229704183
AC008760.2	3.735246188
AC008761.1	0
AC008761.2	0
AC008761.3	0
AC008763.1	0.031154027
AC008763.2	0
AC008763.3	0
AC008764.1	0
AC008764.10	0.014351281
AC008764.2	0.838175903
AC008764.3	0
AC008764.4	0.022181457
AC008764.5	0
AC008764.6	0.253869937
AC008764.7	0
AC008764.8	0.222320734
AC008764.9	0
AC008770.1	0
AC008770.2	0.023670883
AC008770.3	0.22446876
AC008771.1	2.020218843
AC008780.1	0
AC008780.2	0
AC008781.1	0.084582431
AC008781.2	0.010589857
AC008781.3	0.235189656
AC008782.1	0
AC008785.1	0
AC008794.1	0
AC008794.2	0
AC008798.1	0
AC008799.1	0.172403796
AC008799.2	0
AC008802.1	0.03320208
AC008805.1	0
AC008805.2	0
AC008806.1	0.010750244
AC008808.1	0
AC008808.2	0.046156142
AC008813.1	0.059351062
AC008814.1	0
AC008817.1	0
AC008825.1	0
AC008825.2	0
AC008833.1	0
AC008834.1	0
AC008837.1	0
AC008837.2	0
AC008840.1	0.028892019
AC008850.1	0
AC008852.1	0
AC008868.1	0.035634796
AC008869.1	0
AC008870.1	0
AC008870.2	0.307767714
AC008870.3	0
AC008870.4	0
AC008870.5	0.121213131
AC008871.1	0.065987048
AC008873.1	0
AC008875.1	0.064766572
AC008878.1	0.082848091
AC008878.2	0
AC008878.3	0
AC008878.4	0
AC008883.1	0
AC008883.2	0
AC008885.1	0.087251977
AC008885.2	0
AC008892.1	0
AC008894.1	0
AC008894.2	0.006687763
AC008894.3	0.110028032
AC008895.1	0.120196087
AC008897.1	0.227056296
AC008897.2	0
AC008897.3	0.543744202
AC008906.1	0.393549125
AC008906.2	0
AC008914.1	0
AC008915.1	0
AC008915.2	0.312963396
AC008937.1	0
AC008937.2	0.084855719
AC008937.3	0.092692394
AC008938.1	0
AC008940.1	0
AC008945.1	0
AC008946.1	0.810966709
AC008948.1	0
AC008953.1	0
AC008957.1	0.294578934
AC008957.2	0
AC008957.3	0.035142076
AC008958.1	0
AC008962.1	0
AC008966.1	0.863368416
AC008966.2	0.347852251
AC008967.1	0
AC008969.1	0.128519669
AC008972.1	0.533464038
AC008972.2	0.85061846
AC008982.1	0
AC008982.2	0.159814472
AC008985.1	0
AC008991.1	0.195626406
AC008991.2	0
AC008992.1	0
AC009005.1	1.765057946
AC009019.1	0.091032392
AC009021.1	0
AC009021.2	0
AC009022.1	0.266322602
AC009022.2	0
AC009027.1	0
AC009032.1	0.12186935
AC009033.1	0
AC009034.1	0
AC009035.1	0
AC009039.1	0
AC009039.2	0
AC009041.1	0.018989765
AC009041.2	0.181586892
AC009041.3	0
AC009041.4	0.082328668
AC009044.1	0
AC009052.1	0
AC009053.1	0.24012528
AC009053.2	0.011104797
AC009053.3	0.039493
AC009053.4	0
AC009054.1	0
AC009054.2	0.631993595
AC009055.1	0.033627202
AC009055.2	0
AC009060.1	0.010538862
AC009060.2	0
AC009061.1	0
AC009061.2	0.464403966
AC009063.1	0
AC009063.2	0
AC009063.3	0
AC009065.1	0.021439057
AC009065.2	0.076014023
AC009065.3	0
AC009065.4	0.294787035
AC009065.5	0
AC009065.6	0
AC009065.7	0
AC009065.8	0.433270285
AC009075.1	0
AC009075.2	0
AC009078.1	0
AC009078.2	0.01822543
AC009078.3	0.006430667
AC009081.1	0.697243672
AC009084.1	0
AC009084.2	0.037384833
AC009084.3	0
AC009086.1	0
AC009086.2	0
AC009086.3	0.052108819
AC009087.1	0.071173022
AC009088.1	0
AC009088.2	0
AC009088.3	0
AC009088.4	0
AC009090.1	0.366799511
AC009090.2	0
AC009090.3	0.092965823
AC009090.4	0
AC009090.5	0
AC009093.1	0.525507141
AC009093.2	0.547855957
AC009093.3	0.012047177
AC009093.4	0
AC009093.5	0.073155557
AC009093.6	0.047491582
AC009093.7	0
AC009094.1	0
AC009095.1	0.039612134
AC009097.1	0
AC009097.2	0.225916946
AC009097.3	0
AC009097.4	0
AC009101.1	0
AC009102.1	0
AC009102.2	0
AC009102.3	0.017614249
AC009107.1	0
AC009107.2	0.182064783
AC009108.1	0.098980571
AC009108.2	0
AC009108.3	0.029886595
AC009108.4	0.010715155
AC009108.5	0.013264063
AC009110.1	0
AC009113.1	0.924520944
AC009113.2	0
AC009117.1	0
AC009117.2	0
AC009117.3	0
AC009118.1	0.140443021
AC009118.2	0.882110823
AC009118.3	0.631752284
AC009119.1	0.344054737
AC009119.2	0.04298338
AC009119.3	0
AC009120.1	0.888383762
AC009120.2	0.454043725
AC009120.3	0.204778518
AC009120.4	0
AC009120.5	0.0359765
AC009120.6	0
AC009121.1	0
AC009121.2	0.231594753
AC009123.1	0.082357354
AC009126.1	0.538512594
AC009127.1	0
AC009127.2	0
AC009132.1	0.164142781
AC009133.1	0.585208231
AC009133.2	0
AC009133.3	0.015859206
AC009133.4	0
AC009133.5	0
AC009133.6	0
AC009134.1	0
AC009135.1	0
AC009135.2	0
AC009137.1	0
AC009137.2	0.163886708
AC009139.1	0
AC009139.2	0
AC009142.1	0
AC009145.1	0
AC009145.2	0
AC009145.3	0
AC009145.4	0
AC009148.1	0.019504527
AC009152.1	0
AC009153.1	0
AC009154.1	0
AC009154.2	0
AC009158.1	0.015313612
AC009159.1	0.245447149
AC009159.2	0
AC009159.3	0.359317531
AC009159.4	0.025861984
AC009161.1	0
AC009161.2	0
AC009163.1	0
AC009163.2	0
AC009163.3	0
AC009163.4	0.049552538
AC009163.5	0.031641982
AC009163.6	0
AC009163.7	0.092438641
AC009166.1	0
AC009166.2	0
AC009167.1	0
AC009169.1	0
AC009171.1	0
AC009171.2	0.412937814
AC009185.1	0
AC009220.1	0.286503763
AC009220.2	0
AC009220.3	0
AC009226.1	0.061361787
AC009227.1	0
AC009227.2	0
AC009228.1	0
AC009229.1	0.084446447
AC009229.2	0.07482292
AC009229.3	0
AC009229.4	0.026977755
AC009233.1	0
AC009237.1	0
AC009237.10	0
AC009237.11	0
AC009237.12	0
AC009237.13	0
AC009237.14	1.33456113
AC009237.15	0.629050179
AC009237.16	0
AC009237.17	0
AC009237.2	0
AC009237.3	0.23741021
AC009237.4	0
AC009237.5	0
AC009237.6	0
AC009237.7	0
AC009237.8	0.623655949
AC009237.9	0
AC009238.1	0
AC009238.2	0
AC009238.3	0
AC009244.1	0
AC009245.1	1.066356814
AC009248.1	0
AC009248.2	0
AC009262.1	0.360470421
AC009263.1	0.042393616
AC009264.1	0.55466156
AC009268.1	0
AC009268.2	0.402275525
AC009269.1	0
AC009269.2	0.166924862
AC009269.3	0
AC009269.4	0.06957045
AC009269.5	0.089329405
AC009271.1	1.826499228
AC009275.1	0.196154029
AC009276.1	0
AC009283.1	1.954444276
AC009292.1	0.092567933
AC009292.2	0
AC009296.1	0
AC009299.1	0
AC009299.2	0.051395
AC009299.3	0.025849257
AC009302.1	0.404043769
AC009303.1	0
AC009303.2	0
AC009303.3	0
AC009303.4	0.367679829
AC009305.1	0
AC009309.1	0.45674513
AC009310.1	0
AC009312.1	0
AC009313.1	0
AC009313.2	0
AC009314.1	0
AC009318.1	0.084026166
AC009318.2	0.847188547
AC009318.3	0.469911739
AC009318.4	0.162116327
AC009319.1	0.174156797
AC009320.1	0
AC009336.1	0.01691104
AC009336.2	0
AC009336.3	0
AC009362.1	0.12937362
AC009365.1	0
AC009365.2	0
AC009365.3	0
AC009387.1	0
AC009396.1	0
AC009396.2	0
AC009396.3	0
AC009403.1	0.951891588
AC009404.1	0.155324859
AC009407.1	0.087835602
AC009411.1	0
AC009411.2	0
AC009413.1	0.065821667
AC009414.1	0
AC009414.2	6.242807409
AC009432.1	0
AC009435.1	0.045754085
AC009446.1	0
AC009464.1	0.055997537
AC009468.1	0
AC009468.2	0
AC009474.1	0
AC009474.2	0
AC009477.1	0
AC009478.1	0
AC009480.1	0
AC009480.2	0
AC009486.1	0
AC009487.1	0
AC009487.2	0.127059652
AC009487.3	0
AC009487.4	0
AC009494.1	0
AC009495.1	0
AC009495.2	0
AC009495.3	0.370848902
AC009498.1	0
AC009500.1	0
AC009501.1	1.141371489
AC009501.2	0.252527355
AC009501.3	0
AC009502.1	0
AC009502.2	0
AC009505.1	0
AC009506.1	1.546941336
AC009506.2	0
AC009509.1	0.103737373
AC009509.2	0
AC009509.3	0
AC009509.4	2.73463808
AC009511.1	0
AC009511.2	0
AC009517.1	0.046075167
AC009518.1	0
AC009518.2	0
AC009518.3	0
AC009531.1	0
AC009533.1	0.174642098
AC009533.2	0
AC009541.1	0
AC009542.1	0.010492547
AC009542.2	0
AC009549.1	0
AC009554.1	0
AC009558.1	0
AC009558.2	0
AC009560.1	0.423594274
AC009562.1	0
AC009563.1	0
AC009567.1	0
AC009567.2	0
AC009570.1	0.599286395
AC009597.1	0
AC009597.2	0
AC009623.1	0
AC009623.2	0
AC009630.1	0.140945501
AC009630.2	0.022088179
AC009630.3	0
AC009643.1	0
AC009643.2	0
AC009646.1	0
AC009646.2	0
AC009652.1	0
AC009652.2	0.050896986
AC009654.1	0.034693322
AC009656.1	0.109886381
AC009686.1	0
AC009686.2	0.31861337
AC009690.1	0.012008617
AC009690.2	0.166854161
AC009690.3	0
AC009704.1	0
AC009704.2	0.05437442
AC009712.1	0
AC009716.1	0.197961143
AC009716.2	0
AC009720.1	0.020736553
AC009720.2	0
AC009729.1	0.023179916
AC009743.1	0
AC009754.1	0.340444287
