	00068002-f4f0-4610-bfe6-67169c760d21
	tumor
AC006387.1	0.013048161
AC006390.1	0
AC006427.1	0
AC006435.1	0
AC006435.2	0.115783927
AC006435.3	0
AC006435.4	0
AC006435.5	0
AC006441.1	0.261560396
AC006441.2	0
AC006441.3	0
AC006441.4	0
AC006441.5	0
AC006445.1	0
AC006445.2	0
AC006449.1	0
AC006449.2	0.41158089
AC006449.3	0.050755725
AC006449.5	0.299647479
AC006449.6	1.530828923
AC006449.7	0
AC006450.1	0
AC006450.2	0.098366517
AC006450.3	0
AC006455.1	0
AC006455.2	0
AC006455.3	0
AC006455.4	0
AC006455.5	0
AC006455.6	0
AC006455.7	0
AC006455.8	0
AC006457.1	0
AC006458.1	0
AC006460.1	0
AC006461.1	0
AC006463.1	0
AC006466.1	0
AC006480.1	0.22678947
AC006480.2	0.064118489
AC006482.1	0
AC006483.1	0.54777265
AC006483.2	0
AC006484.1	0
AC006486.1	0
AC006486.2	0.389842745
AC006487.1	0
AC006487.2	0
AC006499.1	0
AC006499.2	0
AC006499.3	0
AC006499.4	0
AC006499.5	0
AC006499.6	0
AC006499.7	0
AC006499.8	0
AC006504.1	0.28840494
AC006504.2	0
AC006504.3	0.273188081
AC006504.4	0.034890688
AC006504.5	1.356237204
AC006504.6	0
AC006504.7	0
AC006504.8	1.620026829
AC006509.1	0
AC006509.2	0
AC006511.1	0
AC006511.2	0.086592343
AC006511.3	0.288479259
AC006512.1	0
AC006512.2	0
AC006517.1	0
AC006518.1	0
AC006518.2	0
AC006529.1	0
AC006530.1	0
AC006538.1	1.171864833
AC006538.2	0
AC006538.3	0.09887707
AC006539.1	0
AC006539.2	0.049957121
AC006539.3	0
AC006547.1	1.096632629
AC006547.2	0
AC006547.3	0
AC006548.1	0
AC006548.2	0
AC006557.1	0.184357892
AC006557.2	0
AC006557.3	0
AC006557.4	0
AC006557.5	0
AC006557.6	0.033073464
AC006566.1	0.055702677
AC006581.1	0
AC006600.1	0
AC006600.2	0
AC006840.1	0
AC006924.1	0
AC006927.1	0
AC006942.1	0.934198163
AC006946.1	0.17424069
AC006946.2	0
AC006946.3	0
AC006947.1	0
AC006960.1	0
AC006960.2	0.053814451
AC006960.3	0
AC006963.1	0.190140982
AC006965.1	0
AC006967.1	0
AC006967.2	0
AC006967.3	0
AC006970.1	0.0734588
AC006970.2	0
AC006971.1	0.089178918
AC006978.1	5.766039573
AC006978.2	0.085812232
AC006986.1	0
AC006987.1	0
AC006987.2	0
AC006987.3	0
AC006987.4	0
AC006989.1	0
AC006994.1	0.068117934
AC006994.2	0
AC007000.1	0.287914088
AC007000.2	0.704118437
AC007000.3	0.046313571
AC007001.1	0
AC007003.1	0
AC007009.1	0
AC007012.1	0
AC007012.2	0
AC007014.1	0
AC007014.2	0.119313041
AC007016.1	0.351337786
AC007029.1	0
AC007032.1	0.337372765
AC007036.1	0
AC007036.2	0.065390099
AC007036.3	0
AC007038.1	0.129947582
AC007038.2	0.733694583
AC007040.1	0
AC007040.2	0.166920311
AC007041.1	0.47007272
AC007064.1	0
AC007064.2	0
AC007064.3	0
AC007066.1	0.075001242
AC007066.2	0.769421867
AC007068.1	0
AC007068.2	0
AC007091.1	0
AC007098.1	0
AC007099.1	0
AC007099.2	0
AC007100.1	0
AC007106.1	0.047625789
AC007114.1	1.002648183
AC007114.2	0.040049717
AC007115.1	0
AC007126.1	0
AC007128.1	0.678532554
AC007128.2	0.561526766
AC007136.1	0
AC007151.1	0
AC007159.1	0
AC007160.1	0
AC007161.1	0.038202504
AC007161.2	0
AC007163.1	0.065166416
AC007179.1	0
AC007179.2	0
AC007179.3	0
AC007182.1	0
AC007182.2	0.4264996
AC007191.1	0.992270189
AC007192.1	0.061129951
AC007192.2	0
AC007193.1	0
AC007193.2	0.060541257
AC007193.3	0
AC007204.1	0.102974678
AC007204.2	0.046388755
AC007207.1	0.033035229
AC007207.2	0.097195487
AC007215.1	0
AC007216.1	0.047546544
AC007216.2	0.297661179
AC007216.3	0.191140289
AC007216.4	0.203384151
AC007216.5	0
AC007218.1	0.043296172
AC007220.1	0
AC007221.1	0
AC007223.1	0
AC007224.1	0
AC007224.2	0.224121359
AC007225.1	0
AC007225.2	0
AC007228.1	0
AC007228.2	1.054366105
AC007229.1	0.971011226
AC007237.1	0
AC007238.1	0.082066264
AC007249.1	7.751241725
AC007249.2	0.179309872
AC007250.1	0
AC007253.1	0
AC007255.1	0.238128944
AC007255.2	0
AC007256.1	0.06200826
AC007262.1	0
AC007271.1	0
AC007272.1	0.045036207
AC007274.1	0
AC007274.2	0
AC007274.3	0
AC007275.1	0
AC007277.1	0
AC007278.1	0.021533891
AC007278.2	0
AC007279.1	0.273122803
AC007283.1	0
AC007283.2	0.435159491
AC007285.1	0.179908541
AC007285.2	0.110330012
AC007292.1	0.88101325
AC007292.2	0.567724634
AC007292.3	0.160086685
AC007298.1	0
AC007298.2	0
AC007308.1	0
AC007312.1	0
AC007314.1	0.151728176
AC007318.1	1.329846087
AC007318.2	0
AC007319.1	0.058238057
AC007322.1	0
AC007322.2	0
AC007322.3	0
AC007322.4	0
AC007326.1	0
AC007326.2	0.003770349
AC007327.1	0
AC007327.2	0
AC007333.1	0
AC007333.2	0
AC007336.1	0.223945715
AC007336.2	0.051302465
AC007336.3	0
AC007342.1	0
AC007342.2	0
AC007342.3	0
AC007342.4	0.568409052
AC007342.5	0.093383899
AC007342.6	0.022031976
AC007342.7	0.097819335
AC007342.8	0.084293431
AC007342.9	0.247585328
AC007344.1	0
AC007346.1	0
AC007346.2	0
AC007347.1	0.101692076
AC007347.2	0
AC007349.1	0
AC007349.2	0.05167355
AC007349.3	0.032770038
AC007349.4	0.107426591
AC007359.1	0
AC007362.1	0.017606576
AC007363.1	0
AC007364.1	0.027960346
AC007365.1	0.410174257
AC007365.2	0.436743041
AC007368.1	0
AC007368.2	0
AC007370.1	0
AC007370.2	0
AC007375.1	0
AC007375.2	0
AC007375.3	0.024697903
AC007376.1	0.047310386
AC007376.2	0.052917543
AC007378.1	0
AC007381.1	0.014252106
AC007382.1	0.862285097
AC007383.1	0
AC007383.2	1.326521001
AC007383.3	0
AC007383.4	0.006920676
AC007384.1	0.110543417
AC007386.1	0.049098751
AC007387.1	5.715094645
AC007388.1	0.796942437
AC007389.1	0
AC007389.2	0
AC007389.3	0
AC007389.4	0
AC007389.5	0
AC007390.1	0.080268183
AC007390.2	0.315585032
AC007391.1	0
AC007394.1	0
AC007395.1	0.084417942
AC007402.1	0
AC007403.1	0
AC007405.1	0
AC007405.2	0
AC007405.3	0.413709023
AC007406.1	0
AC007406.2	0
AC007406.3	0.144808141
AC007406.4	0
AC007406.5	1.784840283
AC007422.1	0
AC007422.2	0
AC007423.1	0
AC007424.1	0
AC007431.1	0.020237587
AC007431.2	0
AC007431.3	0
AC007435.1	0.137713124
AC007448.1	0
AC007448.2	0
AC007448.3	0.207369182
AC007450.1	0
AC007450.2	0.197072229
AC007450.3	0.115690175
AC007450.4	0.054533346
AC007458.1	0
AC007463.1	0
AC007485.1	0.416147668
AC007485.2	1.131362467
AC007490.1	0
AC007493.1	0
AC007493.2	0
AC007494.1	0
AC007494.2	0
AC007494.3	0.076919174
AC007495.1	0
AC007495.2	0
AC007496.1	0.038667758
AC007496.2	0.052240353
AC007496.3	0.016599171
AC007497.1	0.050936672
AC007513.1	0
AC007527.1	0
AC007527.2	0
AC007529.1	0
AC007533.1	0
AC007536.1	0
AC007537.1	1.572961829
AC007537.2	0
AC007540.1	0.11272376
AC007541.1	0.350141946
AC007546.1	0.255594573
AC007546.2	0
AC007547.1	0
AC007547.2	0
AC007551.1	0
AC007551.2	0
AC007552.1	0
AC007552.2	0.284333067
AC007556.1	0
AC007557.1	0
AC007557.2	0
AC007557.3	0.009114983
AC007557.4	0
AC007559.1	0
AC007560.1	0.120571617
AC007562.1	0
AC007563.1	0.082947673
AC007563.2	0.031610037
AC007563.3	0
AC007566.1	0.163055482
AC007566.2	0
AC007568.1	0
AC007569.1	0.033265976
AC007570.1	0.189555378
AC007595.1	0
AC007598.1	0
AC007598.2	0
AC007598.3	0
AC007599.1	0
AC007599.2	0
AC007601.1	0.028951847
AC007601.2	0
AC007603.1	0.013705263
AC007603.2	0
AC007608.1	0
AC007608.2	0
AC007608.3	0.021668605
AC007608.4	0
AC007610.1	0
AC007610.2	0
AC007610.3	0
AC007610.4	0.013447282
AC007611.1	0.074376557
AC007613.1	0.110032627
AC007614.1	0
AC007614.2	0
AC007618.1	0.039037532
AC007619.1	0
AC007619.2	0
AC007620.1	0
AC007620.2	0
AC007620.3	0.114991844
AC007621.1	0
AC007622.1	0.160236298
AC007622.2	0.216733461
AC007631.1	0
AC007637.1	0
AC007638.1	0
AC007638.2	0
AC007639.1	0.068608579
AC007652.1	0
AC007655.1	0
AC007656.1	0
AC007656.2	0
AC007663.1	0.852655249
AC007663.2	0.038476849
AC007663.3	0.368715784
AC007663.4	0.226430057
AC007666.1	0.043737969
AC007671.1	0.034428281
AC007673.1	0
AC007677.1	0
AC007679.1	0
AC007679.2	0
AC007681.1	0.04155828
AC007683.1	0.338457382
AC007683.2	0
AC007684.1	0.179719957
AC007685.1	0.063220074
AC007686.1	0.061718085
AC007686.2	0
AC007686.3	0.163897179
AC007687.1	0
AC007688.1	0.150595379
AC007688.2	0.077440307
AC007690.1	0
AC007718.1	0
AC007728.1	0
AC007728.2	0.024848238
AC007728.3	0.076609848
AC007731.1	0.050665733
AC007731.2	0.436266767
AC007731.3	0
AC007731.4	0.087654826
AC007731.5	0
AC007738.1	0
AC007741.1	0
AC007742.1	0
AC007742.2	0
AC007743.1	1.177497281
AC007744.1	0
AC007749.1	0
AC007750.1	0.013748123
AC007751.1	0
AC007751.2	0.098197502
AC007773.1	2.46948534
AC007780.1	0.122707346
AC007785.1	1.03284843
AC007785.2	0.01491413
AC007785.3	0.22122947
AC007786.1	0.104928298
AC007786.2	0.106757683
AC007786.3	0
AC007787.1	0
AC007787.2	0.095410595
AC007790.1	0.036541526
AC007792.1	0.071083267
AC007795.1	0
AC007823.1	0.40144343
AC007834.1	0
AC007834.2	0.833104176
AC007842.1	0.26627464
AC007848.1	0.08135366
AC007848.2	0.06618523
AC007849.1	0
AC007849.2	0.060669795
AC007861.1	0
AC007861.2	0
AC007876.1	0.465114518
AC007878.1	0.106162749
AC007879.1	0
AC007879.2	0
AC007879.3	0.287059548
AC007879.4	0.158312871
AC007881.1	0
AC007881.2	0
AC007881.3	0.094153124
AC007899.1	0.110614735
AC007906.1	0
AC007906.2	0.993065968
AC007907.1	0
AC007919.1	0
AC007919.2	0.055920691
AC007920.1	0
AC007922.1	0
AC007922.2	0
AC007922.3	0
AC007923.1	0.056585095
AC007923.2	0
AC007923.3	0
AC007923.4	0
AC007938.1	0
AC007938.2	0.043394796
AC007938.3	0.596277932
AC007948.1	0
AC007950.1	0
AC007950.2	0.012175319
AC007952.1	0
AC007952.2	0
AC007952.3	0
AC007952.4	0
AC007952.5	0
AC007952.6	0.010690413
AC007952.7	0
AC007952.8	0
AC007952.9	0
AC007953.1	0
AC007953.2	0
AC007954.1	0
AC007956.1	0.105444551
AC007966.1	0.019412686
AC007967.1	0
AC007967.2	0
AC007967.3	0
AC007967.4	0
AC007969.1	18.73067932
AC007969.2	0.299219615
AC007991.1	0
AC007991.2	0
AC007991.3	0.056923253
AC007991.4	0
AC007992.1	0
AC007992.2	0
AC007993.1	0
AC007993.2	0
AC007996.1	1.711894709
AC007998.1	0
AC007998.2	0.062803238
AC007998.3	0.093587794
AC007998.4	0
AC007998.5	0
AC008011.1	0
AC008011.2	0.216480858
AC008013.1	0
AC008013.2	0
AC008013.3	0.042334034
AC008014.1	0.372109889
AC008015.1	0
AC008026.1	0.831054031
AC008026.2	0.082113429
AC008026.3	0.083700859
AC008033.1	0.024591629
AC008033.2	0
AC008033.3	0
AC008035.1	0.127569077
AC008040.1	0.003582233
AC008040.2	0.121082514
AC008040.3	0
AC008040.4	0
AC008040.5	0
AC008050.1	0.045214356
AC008055.1	0
AC008056.1	0.072526582
AC008056.2	0
AC008060.1	0
AC008060.2	0
AC008060.3	0
AC008060.4	0
AC008063.1	0.044649177
AC008063.2	0
AC008065.1	0.082113429
AC008066.1	0
AC008067.1	0
AC008069.1	0
AC008072.1	0
AC008073.1	0
AC008073.2	0
AC008073.3	0
AC008074.1	0.039523476
AC008074.2	0
AC008074.3	0.374612916
AC008079.1	0.015371422
AC008079.2	0.015411365
AC008080.1	0
AC008080.2	0
AC008080.3	0
AC008080.4	0
AC008083.1	0
AC008083.2	0
AC008083.3	0
AC008088.1	0
AC008103.1	0
AC008105.1	0.224316842
AC008105.2	2.023985056
AC008105.3	0.092203732
AC008109.1	0
AC008114.1	0.066921483
AC008115.1	0.571509465
AC008115.2	0
AC008115.3	1.301251058
AC008115.4	0.110614735
AC008121.1	0
AC008121.2	0
AC008121.3	0
AC008124.1	0.760642093
AC008125.1	0
AC008126.1	0
AC008127.1	0
AC008127.2	0
AC008132.1	0.018582048
AC008132.2	0
AC008133.1	0
AC008133.2	0
AC008134.1	0
AC008147.1	0.087924533
AC008147.2	0.133388587
AC008147.3	0
AC008147.4	0.166136472
AC008149.1	0
AC008154.1	0
AC008154.2	0
AC008155.1	0.260566625
AC008155.2	0
AC008162.1	0
AC008162.2	0
AC008163.1	0.006064404
AC008164.1	0
AC008171.1	0
AC008175.1	0
AC008175.2	0
AC008243.1	0.138380016
AC008250.1	0
AC008250.2	0
AC008264.1	0
AC008264.2	0.030635726
AC008267.1	0
AC008267.2	0.515295419
AC008267.3	0.080268183
AC008267.4	0.054847357
AC008267.5	5.873847274
AC008267.6	0
AC008267.7	0
AC008267.8	0.047865114
AC008268.1	0
AC008269.1	0
AC008269.2	0
AC008277.1	0
AC008277.2	0
AC008278.1	0
AC008278.2	0
AC008280.1	0
AC008280.2	0
AC008280.3	0.429412849
AC008378.1	0
AC008379.1	0
AC008385.1	0.080494291
AC008392.1	0
AC008393.1	0.609243239
AC008395.1	0
AC008403.1	0
AC008403.2	0
AC008403.3	0.188824713
AC008406.1	0
AC008406.2	0
AC008406.3	0.270364739
AC008410.1	0
AC008413.1	0
AC008413.2	0
AC008415.1	0
AC008417.1	0
AC008427.1	0
AC008429.1	0.133626314
AC008429.2	0.132293858
AC008429.3	0
AC008429.4	0.157008095
AC008432.1	0
AC008434.1	0.052050042
AC008438.1	0.520500423
AC008438.2	0
AC008440.1	0
AC008440.2	0
AC008440.3	0.669335409
AC008443.1	0.422765153
AC008443.2	0
AC008443.3	1.197150973
AC008443.4	0.375993069
AC008443.5	0.64676997
AC008443.6	0.01925571
AC008443.7	0.929283682
AC008446.1	0
AC008448.1	0
AC008453.1	0
AC008456.1	0
AC008464.1	0
AC008467.1	0
AC008474.1	0.049869936
AC008481.1	0.865923431
AC008481.2	0.484330055
AC008481.3	0.039306015
AC008489.1	0
AC008494.1	0.035898836
AC008494.2	0
AC008494.3	0.181623771
AC008496.1	0
AC008496.2	0
AC008498.1	0.107628901
AC008498.2	0
AC008507.1	0.817554411
AC008507.2	0.048597744
AC008507.3	0
AC008514.1	0.023992841
AC008514.2	0.064118489
AC008517.1	0
AC008521.1	0
AC008521.2	0
AC008522.1	0.039360156
AC008525.1	0
AC008525.2	0
AC008526.1	0.16908564
AC008534.1	0
AC008537.1	0
AC008537.2	1.126419069
AC008537.3	0.425365896
AC008539.1	0
AC008543.1	0.219616407
AC008543.2	0
AC008543.3	0.05819852
AC008543.4	0.064650392
AC008543.5	0
AC008549.1	0
AC008549.2	0
AC008549.3	0
AC008550.1	0
AC008551.1	0
AC008554.1	0.035234862
AC008555.1	0.632246597
AC008555.2	0.058590601
AC008555.3	0
AC008555.4	0.251544659
AC008555.5	1.289629433
AC008555.6	0
AC008555.7	0
AC008555.8	0.606306166
AC008556.1	11.16404518
AC008560.1	0.829328907
AC008562.1	0
AC008565.1	0
AC008567.1	0
AC008567.2	0
AC008568.1	0
AC008568.2	0
AC008569.1	0
AC008569.2	0.064286779
AC008571.1	0
AC008572.1	0
AC008574.1	0
AC008575.1	0
AC008581.1	0
AC008588.1	0.061851674
AC008591.1	0
AC008592.1	0.033618204
AC008592.2	0
AC008592.3	0.205087128
AC008592.4	0
AC008592.5	0.052240353
AC008601.1	0
AC008608.1	0
AC008608.2	0.96167458
AC008609.1	0
AC008610.1	0.436266767
AC008619.1	0
AC008620.1	0
AC008620.2	0
AC008622.1	0.100617863
AC008622.2	0.465019906
AC008622.3	0
AC008626.1	0
AC008626.2	0
AC008627.1	0
AC008628.1	0
AC008628.2	0
AC008629.1	0
AC008629.2	0
AC008629.3	0
AC008632.1	0
AC008635.1	0
AC008637.1	0.681721031
AC008638.1	0
AC008638.2	0
AC008638.3	0
AC008641.1	0
AC008649.1	9.63591539
AC008649.2	0.118080468
AC008652.1	0
AC008655.1	0
AC008655.2	0.281994802
AC008659.1	0
AC008662.1	0
AC008662.2	0
AC008663.1	0
AC008663.2	0.009480913
AC008663.3	0
AC008667.1	0.050308932
AC008667.2	0
AC008667.3	0
AC008667.4	0
AC008669.1	0.026240104
AC008676.1	0
AC008676.2	0
AC008676.3	0
AC008677.1	0
AC008677.2	0.280151698
AC008677.3	0
AC008680.1	0.100973404
AC008686.1	0.079302886
AC008687.1	0
AC008687.2	0
AC008687.3	0.143355217
AC008687.4	0.289812102
AC008687.5	0
AC008687.6	0
AC008691.1	0.028719069
AC008694.1	0
AC008694.2	0
AC008695.1	0
AC008696.1	0
AC008696.2	0
AC008700.1	0
AC008705.1	0
AC008708.1	1.386573595
AC008708.2	0.025423019
AC008716.1	0
AC008723.1	0
AC008725.1	0
AC008728.1	0.041353796
AC008731.1	0.345472042
AC008734.1	0.053213172
AC008734.2	0.059906652
AC008735.1	0.391932925
AC008735.2	1.120606793
AC008735.3	0.171452839
AC008735.4	0.51699047
AC008735.5	0.057495922
AC008736.1	0.654016113
AC008736.2	0.221515296
AC008737.1	0.077022839
AC008737.2	0
AC008737.3	0
AC008738.1	0.076201262
AC008738.2	0.353656847
AC008738.3	0
AC008738.4	0
AC008738.5	0
AC008738.6	0
AC008738.7	0
AC008739.1	0
AC008739.2	0.090143449
AC008739.3	0
AC008739.5	0.029489652
AC008740.1	0.336182038
AC008740.2	0.259777029
AC008741.1	0
AC008741.2	0.853136119
AC008742.1	0
AC008743.1	0
AC008745.1	0
AC008747.1	0.193951176
AC008749.1	0
AC008750.1	0
AC008750.2	0
AC008750.3	0.456685645
AC008750.4	0
AC008750.5	0.241653051
AC008750.6	0
AC008750.7	0.102237829
AC008750.8	0.155583339
AC008751.1	0
AC008751.2	0
AC008752.1	0
AC008752.2	0
AC008752.3	1.043486382
AC008753.1	0.201235727
AC008753.2	0
AC008753.3	0
AC008758.1	0
AC008758.2	0
AC008758.3	0
AC008758.4	0.011020236
AC008758.5	0
AC008758.6	0
AC008759.1	0.11627863
AC008759.2	0.095251577
AC008759.3	0.168752795
AC008760.1	0.208276044
AC008760.2	0.336925255
AC008761.1	0
AC008761.2	0
AC008761.3	0
AC008763.1	0.169486793
AC008763.2	0.020919087
AC008763.3	0
AC008764.1	0
AC008764.10	0
AC008764.2	2.507953767
AC008764.3	0
AC008764.4	0.217212212
AC008764.5	0
AC008764.6	0.524827444
AC008764.7	0
AC008764.8	0.38913968
AC008764.9	0.079851622
AC008770.1	0
AC008770.2	0.025755271
AC008770.3	0.610587035
AC008771.1	3.10455181
AC008780.1	0
AC008780.2	0
AC008781.1	0.046015255
AC008781.2	0.011522368
AC008781.3	0.08529992
AC008782.1	0
AC008785.1	0
AC008794.1	0
AC008794.2	0
AC008798.1	0
AC008799.1	0.125056776
AC008799.2	0
AC008802.1	0.036125756
AC008805.1	0.078504047
AC008805.2	0
AC008806.1	0
AC008808.1	0
AC008808.2	0
AC008813.1	0.193732022
AC008814.1	0
AC008817.1	0
AC008825.1	0
AC008825.2	0
AC008833.1	0
AC008834.1	0
AC008837.1	0
AC008837.2	0
AC008840.1	0.031436164
AC008850.1	0.078937771
AC008852.1	0
AC008868.1	0
AC008869.1	0
AC008870.1	0
AC008870.2	0.669737654
AC008870.3	0.089159043
AC008870.4	0.18229967
AC008870.5	0
AC008871.1	0
AC008873.1	0
AC008875.1	0.070469724
AC008878.1	0.045071724
AC008878.2	0
AC008878.3	0
AC008878.4	0
AC008883.1	0.296118894
AC008883.2	0.345114411
AC008885.1	0
AC008885.2	0
AC008892.1	0
AC008894.1	0
AC008894.2	0.050936672
AC008894.3	0.285478463
AC008895.1	0.087186799
AC008897.1	0.658800535
AC008897.2	0.108445819
AC008897.3	0.354974823
AC008906.1	0.114187705
AC008906.2	0
AC008914.1	0
AC008915.1	0.03414035
AC008915.2	0.482406201
AC008937.1	0.062528388
AC008937.2	0
AC008937.3	0.151281917
AC008938.1	0
AC008940.1	0.072803753
AC008945.1	0
AC008946.1	1.8326313
AC008948.1	0
AC008953.1	0.089859979
AC008957.1	0.024655283
AC008957.2	0.072160286
AC008957.3	0.191182916
AC008958.1	0
AC008962.1	0
AC008966.1	1.154112726
AC008966.2	0.12616103
AC008967.1	0
AC008969.1	0.253657325
AC008972.1	0.089298354
AC008972.2	0.4627607
AC008982.1	0.029673389
AC008982.2	0.463699363
AC008985.1	0
AC008991.1	0
AC008991.2	0
AC008992.1	0
AC009005.1	10.13220719
AC009019.1	0.099048434
AC009021.1	0
AC009021.2	0
AC009022.1	0.200972416
AC009022.2	0
AC009027.1	0
AC009032.1	0
AC009033.1	0
AC009034.1	0.040021671
AC009035.1	0
AC009039.1	0
AC009039.2	0
AC009041.1	0
AC009041.2	0.139035593
AC009041.3	0
AC009041.4	1.164517718
AC009044.1	0
AC009052.1	0
AC009053.1	0.485215716
AC009053.2	0.036247958
AC009053.3	0.429706364
AC009053.4	0
AC009054.1	0
AC009054.2	0.53483506
AC009055.1	0
AC009055.2	0
AC009060.1	0.0688013
AC009060.2	0
AC009061.1	0.180476673
AC009061.2	0.627266485
AC009063.1	0
AC009063.2	0
AC009063.3	0
AC009065.1	0.069980751
AC009065.2	0.165415185
AC009065.3	0
AC009065.4	0.466538338
AC009065.5	0.287672549
AC009065.6	0.062665511
AC009065.7	0
AC009065.8	0.616475945
AC009075.1	0
AC009075.2	0.094935127
AC009078.1	0
AC009078.2	0
AC009078.3	0.048978529
AC009081.1	0
AC009084.1	0.090143449
AC009084.2	0.020338415
AC009084.3	0
AC009086.1	0
AC009086.2	0
AC009086.3	0.170092103
AC009087.1	0.154880614
AC009088.1	0.205825738
AC009088.2	0
AC009088.3	0
AC009088.4	0.204110523
AC009090.1	0.31927903
AC009090.2	0
AC009090.3	0.151728176
AC009090.4	0.108387056
AC009090.5	0.10004542
AC009093.1	0.176980063
AC009093.2	0.139710593
AC009093.3	0.02621603
AC009093.4	0.050936672
AC009093.5	0
AC009093.6	0
AC009093.7	0
AC009094.1	0
AC009095.1	0.129300784
AC009097.1	0.070382939
AC009097.2	0.368715784
AC009097.3	0
AC009097.4	0
AC009101.1	0
AC009102.1	0
AC009102.2	0
AC009102.3	0
AC009107.1	0
AC009107.2	0.099048434
AC009108.1	0.071797671
AC009108.2	0
AC009108.3	0.048777479
AC009108.4	0
AC009108.5	0
AC009110.1	0
AC009113.1	0.690115809
AC009113.2	0
AC009117.1	0
AC009117.2	0
AC009117.3	0
AC009118.1	0.076405009
AC009118.2	0.26176006
AC009118.3	0.163662504
AC009119.1	0.160436219
AC009119.2	0.065475716
AC009119.3	0.152267175
AC009120.1	1.027025465
AC009120.2	0.502692583
AC009120.3	0.501324092
AC009120.4	0.060158891
AC009120.5	0.019572242
AC009120.6	0
AC009121.1	0.469733806
AC009121.2	0.02519883
AC009123.1	0.4580041
AC009126.1	0.450717243
AC009127.1	0
AC009127.2	0
AC009132.1	0.357193415
AC009133.1	1.351303636
AC009133.2	0
AC009133.3	0.034511441
AC009133.4	0
AC009133.5	0
AC009133.6	0
AC009134.1	0
AC009135.1	0
AC009135.2	0
AC009137.1	0
AC009137.2	0.133738564
AC009139.1	0
AC009139.2	0
AC009142.1	0
AC009145.1	0
AC009145.2	0
AC009145.3	0
AC009145.4	0
AC009148.1	0.053055093
AC009152.1	0
AC009153.1	0
AC009154.1	0
AC009154.2	0
AC009158.1	0
AC009159.1	0
AC009159.2	0.047154246
AC009159.3	0.071083267
AC009159.4	0
AC009161.1	0
AC009161.2	0
AC009163.1	0
AC009163.2	0
AC009163.3	0.100617863
AC009163.4	0
AC009163.5	0.481995934
AC009163.6	0.167108031
AC009163.7	0.055876952
AC009166.1	0
AC009166.2	0
AC009167.1	0
AC009169.1	0
AC009171.1	0
AC009171.2	0.808739808
AC009185.1	0
AC009220.1	0.103910812
AC009220.2	0.065278066
AC009220.3	0.243818031
AC009226.1	0.31157058
AC009227.1	0.012097999
AC009227.2	0
AC009228.1	0
AC009229.1	0
AC009229.2	0
AC009229.3	0
AC009229.4	0
AC009233.1	0
AC009237.1	0
AC009237.10	0
AC009237.11	0
AC009237.12	0
AC009237.13	0
AC009237.14	3.513671739
AC009237.15	0.456294982
AC009237.16	0
AC009237.17	0
AC009237.2	0
AC009237.3	0.596996628
AC009237.4	0
AC009237.5	0
AC009237.6	0
AC009237.7	0
AC009237.8	0.829367297
AC009237.9	0
AC009238.1	0
AC009238.2	0
AC009238.3	0
AC009244.1	6.091670649
AC009245.1	0.663004019
AC009248.1	0
AC009248.2	0
AC009262.1	0.112060679
AC009263.1	0
AC009264.1	0.095072455
AC009268.1	0.023753511
AC009268.2	0.187585163
AC009269.1	0
AC009269.2	0
AC009269.3	0
AC009269.4	0.037848309
AC009269.5	0.145793231
AC009271.1	0.060222283
AC009275.1	0.094856343
AC009276.1	0
AC009283.1	2.480971319
AC009292.1	0.014388456
AC009292.2	0
AC009296.1	0
AC009299.1	0
AC009299.2	2.013144885
AC009299.3	0.234378881
AC009302.1	0
AC009303.1	0
AC009303.2	0.020020182
AC009303.3	0.038825371
AC009303.4	0.419106941
AC009305.1	0
AC009309.1	1.801497225
AC009310.1	0
AC009312.1	0.04826938
AC009313.1	0
AC009313.2	0
AC009314.1	0
AC009318.1	0.091425261
AC009318.2	0.482842098
AC009318.3	0.340860516
AC009318.4	0
AC009319.1	0.037898506
AC009320.1	0
AC009336.1	0.018400176
AC009336.2	0.008115727
AC009336.3	0
AC009362.1	0
AC009365.1	0
AC009365.2	0
AC009365.3	0
AC009387.1	0
AC009396.1	0
AC009396.2	0
AC009396.3	0
AC009403.1	1.850699098
AC009404.1	0.133793492
AC009407.1	0.047785072
AC009411.1	0
AC009411.2	0
AC009413.1	0
AC009414.1	0
AC009414.2	4.216053427
AC009432.1	0
AC009435.1	0
AC009446.1	0
AC009464.1	0.121857029
AC009468.1	0
AC009468.2	0
AC009474.1	0
AC009474.2	0
AC009477.1	0
AC009478.1	0
AC009480.1	0
AC009480.2	0
AC009486.1	0.140592734
AC009487.1	0
AC009487.2	0.087976094
AC009487.3	0
AC009487.4	0
AC009494.1	0
AC009495.1	0.076815788
AC009495.2	0.056473267
AC009495.3	1.063785268
AC009498.1	0
AC009500.1	0
AC009501.1	6.443006872
AC009501.2	0.091588055
AC009501.3	0
AC009502.1	0.029049956
AC009502.2	0
AC009505.1	0
AC009506.1	3.825364555
AC009506.2	0
AC009509.1	4.195082639
AC009509.2	0
AC009509.3	0
AC009509.4	0.785965865
AC009511.1	0
AC009511.2	0
AC009517.1	0
AC009518.1	0
AC009518.2	0
AC009518.3	0
AC009531.1	0
AC009533.1	0.895811225
AC009533.2	0.146290819
AC009541.1	0
AC009542.1	0.034249469
AC009542.2	0
AC009549.1	0.050846038
AC009554.1	0.28647091
AC009558.1	0
AC009558.2	0
AC009560.1	0
AC009562.1	0
AC009563.1	0.11309554
AC009567.1	0
AC009567.2	0
