	944c32ab-2edb-486a-92db-fecd68f690af
	tumor
AC006272.2	1.368455706
AC006273.1	0.99384588
AC006277.1	1.234936114
AC006288.1	0
AC006296.1	0
AC006296.2	0
AC006299.1	0.020791149
AC006305.1	0.108661544
AC006305.2	0
AC006305.3	0
AC006326.1	0
AC006328.1	0
AC006329.1	6.711382764
AC006329.2	0.31938687
AC006330.1	0.367319011
AC006333.1	0
AC006333.2	4.016757788
AC006335.1	0
AC006335.2	0
AC006335.3	0
AC006338.1	0
AC006338.2	0
AC006349.1	0.107096533
AC006355.1	0
AC006355.2	0
AC006357.1	0
AC006362.1	0
AC006363.1	0
AC006366.1	0
AC006369.1	0.045926433
AC006369.2	0
AC006372.1	0
AC006372.2	0.25857211
AC006372.3	0
AC006372.4	0
AC006378.1	1.18715497
AC006378.2	0.508232742
AC006380.1	0
AC006386.1	0
AC006386.2	0
AC006387.1	0.011492094
AC006390.1	0
AC006427.1	0.035347873
AC006435.1	0
AC006435.2	2.304658384
AC006435.3	0
AC006435.4	0
AC006435.5	0.224711476
AC006441.1	0.057591957
AC006441.2	0
AC006441.3	0
AC006441.4	0
AC006441.5	0
AC006445.1	0.124284866
AC006445.2	0.213285469
AC006449.1	0.088153014
AC006449.2	1.398204743
AC006449.3	0.312919711
AC006449.5	0.57580977
AC006449.6	1.775768741
AC006449.7	0
AC006450.1	0.054712359
AC006450.2	0.1732715
AC006450.3	0
AC006455.1	0
AC006455.2	0
AC006455.3	0
AC006455.4	0
AC006455.5	0
AC006455.6	0
AC006455.7	0
AC006455.8	0
AC006457.1	0
AC006458.1	0
AC006460.1	0.044742552
AC006461.1	0.154402978
AC006463.1	0
AC006466.1	0
AC006480.1	0.199743535
AC006480.2	1.129439882
AC006482.1	0
AC006483.1	1.447342928
AC006483.2	0.146607876
AC006484.1	0
AC006486.1	0
AC006486.2	0.171675889
AC006487.1	0.020612355
AC006487.2	0
AC006499.1	0
AC006499.2	0
AC006499.3	0
AC006499.4	0
AC006499.5	0
AC006499.6	0
AC006499.7	0
AC006499.8	0
AC006504.1	0.679651078
AC006504.2	0
AC006504.3	0.144365308
AC006504.4	0
AC006504.5	1.140647868
AC006504.6	0
AC006504.7	0
AC006504.8	2.734756363
AC006509.1	0
AC006509.2	0
AC006511.1	0
AC006511.2	0.076265713
AC006511.3	0.945729063
AC006512.1	0.345947565
AC006512.2	0
AC006517.1	0
AC006518.1	0.106755823
AC006518.2	0.140470802
AC006529.1	0.03950971
AC006530.1	0
AC006538.1	0.444602644
AC006538.2	0
AC006538.3	0
AC006539.1	0.050234901
AC006539.2	0.3519956
AC006539.3	0
AC006547.1	1.132379315
AC006547.2	0
AC006547.3	0
AC006548.1	0
AC006548.2	0
AC006557.1	0.162372164
AC006557.2	0.02029652
AC006557.3	0
AC006557.4	0
AC006557.5	0
AC006557.6	0.203904858
AC006566.1	0
AC006581.1	0
AC006600.1	0
AC006600.2	0
AC006840.1	0
AC006924.1	0
AC006927.1	0.202150083
AC006942.1	0.241996975
AC006946.1	0.306922992
AC006946.2	0.008815301
AC006946.3	0
AC006947.1	0.1039987
AC006960.1	0
AC006960.2	0
AC006960.3	0.392687289
AC006963.1	0.047847311
AC006965.1	0.157462057
AC006967.1	0
AC006967.2	0
AC006967.3	0
AC006970.1	0.19409526
AC006970.2	0
AC006971.1	0.044882185
AC006978.1	5.159987356
AC006978.2	0.075578635
AC006986.1	0
AC006987.1	0
AC006987.2	0
AC006987.3	0
AC006987.4	0
AC006989.1	0
AC006994.1	0
AC006994.2	0.058757242
AC007000.1	1.299590806
AC007000.2	0.826864406
AC007000.3	0.203952069
AC007001.1	0
AC007003.1	0.077758039
AC007009.1	0
AC007012.1	0
AC007012.2	0
AC007014.1	0
AC007014.2	0.210168563
AC007016.1	0.412585006
AC007029.1	0
AC007032.1	1.277698313
AC007036.1	0.112022338
AC007036.2	0.057591957
AC007036.3	0
AC007038.1	0.80115415
AC007038.2	3.264997021
AC007040.1	0.052762443
AC007040.2	0.22052117
AC007041.1	0.283272649
AC007064.1	0
AC007064.2	0
AC007064.3	0
AC007066.1	0.528455336
AC007066.2	1.863575805
AC007068.1	0
AC007068.2	0
AC007091.1	0
AC007098.1	0
AC007099.1	0
AC007099.2	0.074903825
AC007100.1	0
AC007106.1	0
AC007114.1	7.594459444
AC007114.2	0.029394634
AC007115.1	0
AC007126.1	0.005264105
AC007128.1	0.692688588
AC007128.2	0.247280751
AC007136.1	0
AC007151.1	0
AC007159.1	0
AC007160.1	0.473373392
AC007161.1	0.033646638
AC007161.2	0
AC007163.1	0.05739495
AC007179.1	0
AC007179.2	0
AC007179.3	0
AC007182.1	0
AC007182.2	1.00169892
AC007191.1	0.470581095
AC007192.1	0.009789065
AC007192.2	0
AC007193.1	0
AC007193.2	0.106642735
AC007193.3	0
AC007204.1	0
AC007204.2	0.040856632
AC007207.1	0
AC007207.2	0.042802186
AC007215.1	0
AC007216.1	0.041876348
AC007216.2	0.589867626
AC007216.3	0.168345722
AC007216.4	0.671735375
AC007216.5	0
AC007218.1	0.038132857
AC007220.1	1.145070045
AC007221.1	0
AC007223.1	0
AC007224.1	0
AC007224.2	1.529800483
AC007225.1	0.01370789
AC007225.2	0
AC007228.1	0
AC007228.2	1.326609921
AC007229.1	1.221732299
AC007237.1	0.050436243
AC007238.1	0.448132249
AC007249.1	0.152840195
AC007249.2	0.229710762
AC007250.1	0.074460608
AC007253.1	0
AC007255.1	1.555502776
AC007255.2	0.039885397
AC007256.1	0.027306711
AC007262.1	0
AC007271.1	0
AC007272.1	0.039665383
AC007274.1	0
AC007274.2	0
AC007274.3	0
AC007275.1	0
AC007277.1	0.008448367
AC007278.1	0.113795111
AC007278.2	0
AC007279.1	0.150344596
AC007283.1	0
AC007283.2	0.383264244
AC007285.1	0.184862327
AC007285.2	0.09717253
AC007292.1	2.361579056
AC007292.2	0.611135848
AC007292.3	0.352488591
AC007298.1	0.076730748
AC007298.2	0.058393702
AC007308.1	0
AC007312.1	0
AC007314.1	0.178178303
AC007318.1	1.371224628
AC007318.2	1.760702268
AC007319.1	4.445379209
AC007322.1	0
AC007322.2	0
AC007322.3	0
AC007322.4	0
AC007326.1	0
AC007326.2	0
AC007327.1	0
AC007327.2	0
AC007333.1	0
AC007333.2	0
AC007336.1	0.046022413
AC007336.2	0.31629048
AC007336.3	0
AC007342.1	0
AC007342.2	0.063715659
AC007342.3	0.0407621
AC007342.4	0.136533555
AC007342.5	0.270241253
AC007342.6	0.08732042
AC007342.7	0.236923012
AC007342.8	0.296963839
AC007342.9	0.327089052
AC007344.1	0
AC007346.1	0
AC007346.2	0
AC007347.1	0
AC007347.2	0
AC007349.1	0
AC007349.2	0
AC007349.3	0
AC007349.4	0
AC007359.1	0
AC007362.1	0
AC007363.1	0
AC007364.1	0.172381407
AC007365.1	1.244335321
AC007365.2	1.703489621
AC007368.1	0.076847894
AC007368.2	0
AC007370.1	0
AC007370.2	0
AC007375.1	0.043542708
AC007375.2	0
AC007375.3	0
AC007376.1	0
AC007376.2	0.139820474
AC007378.1	0.105304123
AC007381.1	0.037657385
AC007382.1	1.634265284
AC007383.1	0.079143665
AC007383.2	1.922869578
AC007383.3	0
AC007383.4	0
AC007384.1	0.146040727
AC007386.1	0.345947565
AC007387.1	0.671138276
AC007388.1	1.83316029
AC007389.1	0.006846487
AC007389.2	0.082247338
AC007389.3	0.030395755
AC007389.4	0.031737308
AC007389.5	0
AC007390.1	0
AC007390.2	0.860320562
AC007391.1	0.099871767
AC007394.1	0
AC007395.1	0
AC007402.1	0
AC007403.1	0
AC007405.1	0.028779514
AC007405.2	0.090748866
AC007405.3	0.052053124
AC007406.1	0
AC007406.2	0
AC007406.3	0.467642802
AC007406.4	0.032898935
AC007406.5	2.977249846
AC007422.1	0
AC007422.2	0
AC007423.1	0
AC007424.1	0.004792019
AC007431.1	0
AC007431.2	0.089405632
AC007431.3	0
AC007435.1	0
AC007448.1	0
AC007448.2	0
AC007448.3	0.07305569
AC007450.1	0
AC007450.2	0
AC007450.3	0
AC007450.4	0
AC007458.1	0
AC007463.1	0
AC007485.1	0
AC007485.2	3.306372583
AC007490.1	0.358004059
AC007493.1	0
AC007493.2	0
AC007494.1	0.231807628
AC007494.2	0.032941997
AC007494.3	0
AC007495.1	0.006259061
AC007495.2	0
AC007496.1	0
AC007496.2	0
AC007496.3	0.014619626
AC007497.1	0.179448737
AC007513.1	0
AC007527.1	0
AC007527.2	0
AC007529.1	0.023110822
AC007533.1	0.028928374
AC007536.1	0
AC007537.1	3.46344294
AC007537.2	0.197007322
AC007540.1	0.148921215
AC007541.1	0.976554163
AC007546.1	0.315158851
AC007546.2	0.209730711
AC007547.1	0.051362623
AC007547.2	0.139820474
AC007551.1	0
AC007551.2	0
AC007552.1	0.054299213
AC007552.2	0.41737455
AC007556.1	0.081979431
AC007557.1	0
AC007557.2	0
AC007557.3	0.00802797
AC007557.4	0
AC007559.1	0
AC007560.1	0.318578296
AC007562.1	0
AC007563.1	0
AC007563.2	0.02784036
AC007563.3	0
AC007566.1	3.554352142
AC007566.2	0
AC007568.1	0
AC007569.1	0.146494094
AC007570.1	0.08347491
AC007595.1	0.052107009
AC007598.1	0
AC007598.2	0
AC007598.3	0
AC007599.1	0
AC007599.2	0
AC007601.1	0.114746286
AC007601.2	0
AC007603.1	0
AC007603.2	0
AC007608.1	0
AC007608.2	0
AC007608.3	0.033397876
AC007608.4	0.014958505
AC007610.1	0
AC007610.2	0.075578635
AC007610.3	0
AC007610.4	0.047374467
AC007611.1	0.340634992
AC007613.1	0.19382122
AC007614.1	0
AC007614.2	0
AC007618.1	0
AC007619.1	0.12217323
AC007619.2	0
AC007620.1	0
AC007620.2	0
AC007620.3	0.303835236
AC007621.1	0
AC007622.1	0
AC007622.2	0.220253956
AC007631.1	0
AC007637.1	0.608449536
AC007638.1	0
AC007638.2	0.014464187
AC007639.1	0.060426616
AC007652.1	0
AC007655.1	0
AC007656.1	0.043922662
AC007656.2	0
AC007663.1	0.629192134
AC007663.2	0.033888266
AC007663.3	0.216496218
AC007663.4	0.518510158
AC007666.1	0.064203279
AC007671.1	0
AC007673.1	0
AC007677.1	0.048869292
AC007679.1	0
AC007679.2	0
AC007681.1	0.270856416
AC007683.1	1.405302229
AC007683.2	0
AC007684.1	0.263812216
AC007685.1	0.445445759
AC007686.1	0.326147111
AC007686.2	0
AC007686.3	0.216527262
AC007687.1	0.248365316
AC007688.1	1.32636023
AC007688.2	0.068205109
AC007690.1	0.053777105
AC007718.1	0
AC007728.1	0
AC007728.2	0.131309663
AC007728.3	0.033736844
AC007731.1	0
AC007731.2	0.798035825
AC007731.3	0
AC007731.4	0.038600744
AC007731.5	0
AC007738.1	0
AC007741.1	0
AC007742.1	0
AC007742.2	0
AC007743.1	0.122008709
AC007744.1	0
AC007749.1	0
AC007750.1	0.036325743
AC007751.1	0
AC007751.2	0
AC007773.1	3.314263094
AC007780.1	0.121583021
AC007785.1	0.985481656
AC007785.2	0
AC007785.3	0.032474433
AC007786.1	1.016565015
AC007786.2	0.344762813
AC007786.3	0.16891064
AC007787.1	0.015898727
AC007787.2	0.252097015
AC007790.1	0.032183741
AC007792.1	0.062606183
AC007795.1	0
AC007823.1	0.176784508
AC007834.1	0.034570996
AC007834.2	0.220125528
AC007842.1	0.629500713
AC007848.1	1.021037769
AC007848.2	0.029146132
AC007849.1	0.147179447
AC007849.2	0.160303728
AC007861.1	0.037340779
AC007861.2	0
AC007876.1	0
AC007878.1	0.218171886
AC007879.1	0
AC007879.2	0.04567638
AC007879.3	0.229841875
AC007879.4	0.20914974
AC007881.1	0
AC007881.2	0
AC007881.3	0.995097939
AC007899.1	0.064948865
AC007906.1	0
AC007906.2	0.962100918
AC007907.1	0.111608361
AC007919.1	0.115980117
AC007919.2	0.098503661
AC007920.1	0.009411999
AC007922.1	0
AC007922.2	0.089564717
AC007922.3	0
AC007923.1	0.099674001
AC007923.2	0.015818784
AC007923.3	0
AC007923.4	0
AC007938.1	0.156105561
AC007938.2	0.238873248
AC007938.3	1.979480872
AC007948.1	0
AC007950.1	0
AC007950.2	0.010723343
AC007952.1	0
AC007952.2	0.024379418
AC007952.3	0
AC007952.4	0.03950971
AC007952.5	0
AC007952.6	0
AC007952.7	0
AC007952.8	0
AC007952.9	0
AC007953.1	0.044942295
AC007953.2	0
AC007954.1	0.050946732
AC007956.1	0.092869688
AC007966.1	0.22226896
AC007967.1	0
AC007967.2	0
AC007967.3	0
AC007967.4	0
AC007969.1	8.670746189
AC007969.2	0
AC007991.1	0
AC007991.2	2.960904161
AC007991.3	0.200539326
AC007991.4	0.457594279
AC007992.1	0.026408904
AC007992.2	0
AC007993.1	0.008289751
AC007993.2	0
AC007996.1	3.274207915
AC007998.1	0.074903825
AC007998.2	0.055313594
AC007998.3	0.412134586
AC007998.4	0.00993592
AC007998.5	0.106192765
AC008011.1	0
AC008011.2	0.444883327
AC008013.1	0.318578296
AC008013.2	0.072320935
AC008013.3	0.932136495
AC008014.1	0.813683586
AC008015.1	0
AC008026.1	3.209302161
AC008026.2	0.14464187
AC008026.3	0.103206677
AC008033.1	0.043317875
AC008033.2	0
AC008033.3	0.035774961
AC008035.1	1.348268859
AC008040.1	0.015775157
AC008040.2	0.071095156
AC008040.3	0
AC008040.4	0
AC008040.5	0
AC008050.1	0
AC008055.1	0.041326249
AC008056.1	0
AC008056.2	0
AC008060.1	0
AC008060.2	0
AC008060.3	0
AC008060.4	0.067618714
AC008063.1	0
AC008063.2	0
AC008065.1	0.506246545
AC008066.1	0.029163019
AC008067.1	0
AC008069.1	0
AC008072.1	0
AC008073.1	0.092698657
AC008073.2	0.126895893
AC008073.3	0
AC008074.1	0.174050383
AC008074.2	0.117331867
AC008074.3	0.620283803
AC008079.1	0
AC008079.2	0.051825985
AC008080.1	0
AC008080.2	0
AC008080.3	0
AC008080.4	0
AC008083.1	0
AC008083.2	0.049348403
AC008083.3	0.113367952
AC008088.1	0
AC008103.1	0.042620974
AC008105.1	2.085416581
AC008105.2	1.00858385
AC008105.3	0.642895969
AC008109.1	0.030469353
AC008114.1	0.058940715
AC008115.1	0
AC008115.2	0.208860459
AC008115.3	1.833711138
AC008115.4	0.389693193
AC008121.1	0
AC008121.2	0.048121769
AC008121.3	0.058123985
AC008124.1	1.952888227
AC008125.1	0
AC008126.1	0.052432678
AC008127.1	0
AC008127.2	0
AC008132.1	0.013092826
AC008132.2	0
AC008133.1	0
AC008133.2	0
AC008134.1	0.130402515
AC008147.1	0.309756128
AC008147.2	0.053400563
AC008147.3	0.142190313
AC008147.4	0.062710179
AC008149.1	0
AC008154.1	0
AC008154.2	0.060791511
AC008155.1	0.688477715
AC008155.2	0.063394673
AC008162.1	0
AC008162.2	0
AC008163.1	0.021364758
AC008164.1	0
AC008171.1	0
AC008175.1	0.007911878
AC008175.2	0
AC008243.1	0.152346764
AC008250.1	0
AC008250.2	0
AC008264.1	0.274307197
AC008264.2	0.026982241
AC008267.1	0.047086409
AC008267.2	0.990204014
AC008267.3	1.237175545
AC008267.4	0.048306498
AC008267.5	2.330341238
AC008267.6	0
AC008267.7	0
AC008267.8	0.126470781
AC008268.1	0.044982458
AC008269.1	0.038959265
AC008269.2	0
AC008277.1	0.066581178
AC008277.2	0
AC008278.1	0
AC008278.2	0.123069366
AC008280.1	0.183259845
AC008280.2	0
AC008280.3	0.928316264
AC008378.1	0
AC008379.1	0
AC008385.1	0
AC008392.1	0
AC008393.1	1.090484304
AC008395.1	0
AC008403.1	0
AC008403.2	0
AC008403.3	0.277177152
AC008406.1	0
AC008406.2	0
AC008406.3	0.146536742
AC008410.1	0
AC008413.1	0
AC008413.2	0
AC008415.1	0
AC008417.1	0
AC008427.1	0.038423947
AC008429.1	0.244434354
AC008429.2	0.611714575
AC008429.3	0
AC008429.4	0.138283986
AC008432.1	0
AC008434.1	0.687641677
AC008438.1	0.825170012
AC008438.2	0.044153834
AC008440.1	0.171988738
AC008440.2	0
AC008440.3	0.816249255
AC008443.1	0.402743757
AC008443.2	0
AC008443.3	0
AC008443.4	0.607115217
AC008443.5	1.398204743
AC008443.6	0.135674854
AC008443.7	0.409230656
AC008446.1	0
AC008448.1	0
AC008453.1	0
AC008456.1	0
AC008464.1	0
AC008467.1	0.041401785
AC008474.1	0
AC008481.1	0.699102371
AC008481.2	0.710951564
AC008481.3	0
AC008489.1	0
AC008494.1	0.252941561
AC008494.2	0.068020771
AC008494.3	0.239946153
AC008496.1	0
AC008496.2	0
AC008498.1	0.094793542
AC008498.2	0
AC008507.1	4.423203559
AC008507.2	0.149807651
AC008507.3	0.012781963
AC008514.1	0.084526231
AC008514.2	0.075295992
AC008517.1	0.086043369
AC008521.1	0
AC008521.2	0
AC008522.1	0.008666558
AC008525.1	0
AC008525.2	0
AC008526.1	0.29784243
AC008534.1	0
AC008537.1	0
AC008537.2	0.678796493
AC008537.3	0.508438088
AC008539.1	0
AC008543.1	0.312457223
AC008543.2	0
AC008543.3	0.153774045
AC008543.4	0.113880929
AC008543.5	0.020014064
AC008549.1	0
AC008549.2	0
AC008549.3	0.373777505
AC008550.1	0.056940465
AC008551.1	0
AC008554.1	0
AC008555.1	0.146058384
AC008555.2	0.084776913
AC008555.3	0.056940465
AC008555.4	0.044309305
AC008555.5	0.597807253
AC008555.6	0
AC008555.7	0
AC008555.8	2.65839481
AC008556.1	4.897828966
AC008560.1	1.345522894
AC008562.1	0.076265713
AC008565.1	0
AC008567.1	0.04222766
AC008567.2	0.038365374
AC008568.1	0
AC008568.2	0
AC008569.1	0
AC008569.2	0.368031395
AC008571.1	0
AC008572.1	0
AC008574.1	0
AC008575.1	0
AC008581.1	0
AC008588.1	0
AC008591.1	0.085701539
AC008592.1	0
AC008592.2	0
AC008592.3	0.541887962
AC008592.4	0
AC008592.5	0.184041575
AC008601.1	0
AC008608.1	0.198170751
AC008608.2	0.544493193
AC008609.1	0.05225125
AC008610.1	2.369476739
AC008619.1	0
AC008620.1	0
AC008620.2	0
AC008622.1	0
AC008622.2	0.327650908
AC008622.3	0
AC008626.1	0
AC008626.2	0
AC008627.1	0
AC008628.1	0
AC008628.2	0
AC008629.1	0.056556596
AC008629.2	0
AC008629.3	0
AC008632.1	0.021529243
AC008635.1	0.044782358
AC008637.1	0.550386758
AC008638.1	0
AC008638.2	0
AC008638.3	0
AC008641.1	0
AC008649.1	9.901240561
AC008649.2	0
AC008652.1	0
AC008655.1	0
AC008655.2	0.165576877
AC008659.1	0
AC008662.1	0
AC008662.2	0
AC008663.1	0.055313594
AC008663.2	0.025050782
AC008663.3	0
AC008667.1	0.044309305
AC008667.2	0
AC008667.3	0.09102237
AC008667.4	0
AC008669.1	0.774212543
AC008676.1	0.024222989
AC008676.2	0.056919002
AC008676.3	0
AC008677.1	0.016122797
AC008677.2	0.328989351
AC008677.3	0
AC008680.1	0
AC008686.1	0
AC008687.1	0
AC008687.2	0.629192134
AC008687.3	1.346765772
AC008687.4	0.765751076
AC008687.5	0
AC008687.6	0
AC008691.1	0.075882468
AC008694.1	0
AC008694.2	0
AC008695.1	0
AC008696.1	0.040923066
AC008696.2	0
AC008700.1	0
AC008705.1	0
AC008708.1	0
AC008708.2	0
AC008716.1	0.098119631
AC008723.1	0
AC008725.1	0.011121381
AC008728.1	0
AC008731.1	1.130155129
AC008734.1	0.093734396
AC008734.2	0
AC008735.1	0.376573846
AC008735.2	6.235843611
AC008735.3	0
AC008735.4	0.827884387
AC008735.5	0.050639206
AC008736.1	5.184188711
AC008736.2	0.390196672
AC008737.1	0.339187134
AC008737.2	0
AC008737.3	0.227761859
AC008738.1	0.268455311
AC008738.2	1.245925018
AC008738.3	0
AC008738.4	0
AC008738.5	0
AC008738.6	0.044231433
AC008738.7	0
AC008739.1	0
AC008739.2	0.635146634
AC008739.3	0
AC008739.5	0
AC008740.1	0.098696805
AC008740.2	0
AC008741.1	0
AC008741.2	2.949022523
AC008742.1	0.02156614
AC008743.1	0.092869688
AC008745.1	0
AC008747.1	0.227761859
AC008749.1	0
AC008750.1	0.51153832
AC008750.2	0.025042473
AC008750.3	0.402223282
AC008750.4	0.574604689
AC008750.5	0.159625911
AC008750.6	0
AC008750.7	0.135068079
AC008750.8	0.13702914
AC008751.1	0
AC008751.2	0.025681312
AC008752.1	0
AC008752.2	0.067113828
AC008752.3	0.883696818
AC008753.1	1.329279157
AC008753.2	0
AC008753.3	0
AC008758.1	0
AC008758.2	0.072424994
AC008758.3	0
AC008758.4	0.048530053
AC008758.5	0
AC008758.6	0
AC008759.1	0
AC008759.2	0.37751528
AC008759.3	0.049542688
AC008760.1	2.824944276
AC008760.2	0.07418625
AC008761.1	0
AC008761.2	0
AC008761.3	0.028214894
AC008763.1	2.030133576
AC008763.2	0.110546202
AC008763.3	0
AC008764.1	0
AC008764.10	0.013752834
AC008764.2	3.279831338
AC008764.3	0
AC008764.4	0.085025964
AC008764.5	0
AC008764.6	1.666492458
AC008764.7	0
AC008764.8	1.130091135
AC008764.9	0.281315445
AC008770.1	0.092869688
AC008770.2	0.056709521
AC008770.3	0.537771055
AC008771.1	8.941413992
AC008780.1	0
AC008780.2	0
AC008781.1	0.283693716
AC008781.2	0.01014826
AC008781.3	0.150254838
AC008782.1	0
AC008785.1	0
AC008794.1	0
AC008794.2	0
AC008798.1	0
AC008799.1	0.550715216
AC008799.2	0
AC008802.1	0.190905325
AC008805.1	0
AC008805.2	0.115713496
AC008806.1	0.08241567
AC008808.1	0
AC008808.2	0.044231433
AC008813.1	0
AC008814.1	0
AC008817.1	0
AC008825.1	0
AC008825.2	0
AC008833.1	0
AC008834.1	0
AC008837.1	0
AC008837.2	0
AC008840.1	0.055374445
AC008850.1	0.069523993
AC008852.1	0
AC008868.1	0.034148827
AC008869.1	0
AC008870.1	0
AC008870.2	1.990803237
AC008870.3	0.392631597
AC008870.4	0.240839094
AC008870.5	0.038719516
AC008871.1	0
AC008873.1	0
AC008875.1	0.21723033
AC008878.1	0.119089994
AC008878.2	0
AC008878.3	0
AC008878.4	0
AC008883.1	0.521610059
AC008883.2	0
AC008885.1	0
AC008885.2	0
AC008892.1	0
AC008894.1	0
AC008894.2	0.038453301
AC008894.3	0.908405015
AC008895.1	0.191973191
AC008897.1	0.435176116
AC008897.2	0
AC008897.3	0
AC008906.1	0.653706113
AC008906.2	0.044231433
AC008914.1	0
AC008915.1	0.240551354
AC008915.2	0.899738504
AC008937.1	0
AC008937.2	0
AC008937.3	0.074022604
AC008938.1	0.003866004
AC008940.1	0
AC008945.1	0
AC008946.1	3.347720619
AC008948.1	0.077439032
AC008953.1	0.395718323
AC008957.1	0.021715
AC008957.2	0
AC008957.3	0.11225551
AC008958.1	0
AC008962.1	0
AC008966.1	1.449860397
AC008966.2	0.555578043
AC008967.1	0
AC008969.1	0.933727715
AC008972.1	0.196622542
AC008972.2	0.509467315
AC008982.1	0
AC008982.2	5.819708178
AC008985.1	0
AC008991.1	0
AC008991.2	0
AC008992.1	0
AC009005.1	1.254009815
AC009019.1	0.239899947
AC009021.1	0.134227655
AC009021.2	0
AC009022.1	2.486307158
AC009022.2	0
AC009027.1	0
AC009032.1	0.116787403
AC009033.1	0
AC009034.1	0.176244295
AC009035.1	0.035101374
AC009039.1	0
AC009039.2	0
AC009041.1	0.018197893
AC009041.2	0.232019635
AC009041.3	0
AC009041.4	0.710060089
AC009044.1	0
AC009052.1	0.16891064
AC009053.1	0.57856748
AC009053.2	0.021283455
AC009053.3	0
AC009053.4	0
AC009054.1	0
AC009054.2	0.74022604
AC009055.1	0
AC009055.2	0
AC009060.1	0.010099392
AC009060.2	0
AC009061.1	0.105969202
AC009061.2	0.583153685
AC009063.1	0
AC009063.2	0.013730325
AC009063.3	0
AC009065.1	0.020545049
AC009065.2	1.347618464
AC009065.3	0.040139849
AC009065.4	1.207021645
AC009065.5	1.01346384
AC009065.6	0.110384585
AC009065.7	0
AC009065.8	3.832642442
AC009075.1	0.064367482
AC009075.2	0
AC009078.1	0
AC009078.2	0.069861722
AC009078.3	0.067787595
AC009081.1	0
AC009084.1	0
AC009084.2	0.277650621
AC009084.3	0
AC009086.1	0
AC009086.2	0
AC009086.3	0.149807651
AC009087.1	0.272820438
AC009088.1	0.090639923
AC009088.2	0
AC009088.3	0
AC009088.4	0.089884591
AC009090.1	0.281203188
AC009090.2	0
AC009090.3	0.400901183
AC009090.4	0.075005294
AC009090.5	0.044057217
AC009093.1	0.083932252
AC009093.2	0.131252596
AC009093.3	0.138537718
AC009093.4	0
AC009093.5	0
AC009093.6	0.136533555
AC009093.7	0.020578647
AC009094.1	0
AC009095.1	0.208781704
AC009097.1	0.123978746
AC009097.2	0.811860818
AC009097.3	0
AC009097.4	0
AC009101.1	0
AC009102.1	0
AC009102.2	0.015355513
AC009102.3	0
AC009107.1	0
AC009107.2	0.348945378
AC009108.1	0.347794647
AC009108.2	0
AC009108.3	0.064440731
AC009108.4	0
AC009108.5	0.038132857
AC009110.1	0
AC009113.1	1.390764439
AC009113.2	0
AC009117.1	0.136287105
AC009117.2	0
AC009117.3	0
AC009118.1	0.134586553
AC009118.2	0.461087365
AC009118.3	1.729737826
AC009119.1	0.125602921
AC009119.2	0.082381949
AC009119.3	0.044702816
AC009120.1	2.394388671
AC009120.2	3.519048515
AC009120.3	1.42273465
AC009120.4	0
AC009120.5	0.086190703
AC009120.6	0
AC009121.1	0.413715376
AC009121.2	0.310712165
AC009123.1	0.245538394
AC009126.1	0.347345815
AC009127.1	0.059079074
AC009127.2	0
AC009132.1	1.337033285
AC009133.1	1.91296841
AC009133.2	0
AC009133.3	0.060791511
AC009133.4	0
AC009133.5	0
AC009133.6	0
AC009134.1	0
AC009135.1	0
AC009135.2	0
AC009137.1	0
AC009137.2	0.078526319
AC009139.1	0.077201489
AC009139.2	0
AC009142.1	0
AC009145.1	0
AC009145.2	0.066757786
AC009145.3	0
AC009145.4	0.03889905
AC009148.1	0.224294262
AC009152.1	0.045265621
AC009153.1	0.050741301
AC009154.1	0
AC009154.2	0
AC009158.1	0
AC009159.1	0.039202002
AC009159.2	0
AC009159.3	0.438243278
AC009159.4	0
AC009161.1	0
AC009161.2	0
AC009163.1	0
AC009163.2	0
AC009163.3	0.08861861
AC009163.4	0
AC009163.5	0.4851602
AC009163.6	0.294358893
AC009163.7	0.26575186
AC009166.1	0
AC009166.2	0
AC009167.1	0
AC009169.1	0
AC009171.1	0
AC009171.2	0.633149317
AC009185.1	0
AC009220.1	1.098226271
AC009220.2	0.043119964
AC009220.3	0.429482685
AC009226.1	0.156808009
AC009227.1	0.042620974
AC009227.2	0
AC009228.1	0
AC009229.1	0
AC009229.2	0.071702807
AC009229.3	0.089247111
AC009229.4	0
AC009233.1	0
AC009237.1	0
AC009237.10	0
AC009237.11	0
AC009237.12	0
AC009237.13	0
AC009237.14	2.810444163
AC009237.15	0.904228217
AC009237.16	0
AC009237.17	0
AC009237.2	0
AC009237.3	0.212342866
AC009237.4	0
AC009237.5	0
AC009237.6	0
AC009237.7	0
AC009237.8	0.796866027
AC009237.9	0
AC009238.1	0
AC009238.2	0
AC009238.3	0
AC009244.1	7.511285943
AC009245.1	1.926992151
AC009248.1	0
AC009248.2	0
AC009262.1	0
AC009263.1	0
AC009264.1	0.953845446
AC009268.1	0.020920769
AC009268.2	0.771001302
AC009269.1	0
AC009269.2	0
AC009269.3	0
AC009269.4	0.066669365
